Date,Open,High,Low,Close,Adj Close,Volume,50_MA,200_MA,Rolling Volatility,Bollinger_Middle,Bollinger_Upper,Bollinger_Lower,Bollinger_Width
13/12/2005,2.673213959,2.694999933,2.650357008,2.677856922,2.261384964,493816400,2.196635771,1.67130713,0.018938886,2.486017919,2.781678926,2.190356911,0.591322015
14/12/2005,2.590357065,2.617856979,2.509643078,2.571785927,2.171809673,1450716400,2.209678628,1.67628749,0.021933481,2.503392911,2.774079402,2.23270642,0.541372982
15/12/2005,2.595714092,2.602143049,2.548213959,2.577857018,2.176936388,561162000,2.223535769,1.681714275,0.020306357,2.516303611,2.774428528,2.258178694,0.516249833
16/12/2005,2.57642889,2.582143068,2.537857056,2.539643049,2.144665241,671171200,2.23740005,1.686767845,0.020643803,2.528071463,2.766181947,2.289960979,0.476220967
19/12/2005,2.539643049,2.592856884,2.537142992,2.549285889,2.152808666,529295200,2.251742909,1.691880345,0.020619924,2.540250063,2.754160845,2.326339281,0.427821564
20/12/2005,2.558213949,2.585000038,2.539999962,2.57535696,2.174825907,479108000,2.267271469,1.69751963,0.020649499,2.553017914,2.740416545,2.365619284,0.374797261
21/12/2005,2.592856884,2.6289289,2.590713978,2.625,2.216747046,475736800,2.282921469,1.703617845,0.02045134,2.565482211,2.73559008,2.395374342,0.340215738
22/12/2005,2.639642954,2.660356998,2.628571033,2.6435709,2.23243022,370610800,2.300614307,1.709723199,0.020438316,2.577821457,2.731405685,2.42423723,0.307168456
23/12/2005,2.648929119,2.652143002,2.617856979,2.619642973,2.212224007,229857600,2.314621446,1.715630344,0.019543679,2.584982157,2.731870328,2.438093986,0.293776342
27/12/2005,2.642857075,2.684999943,2.641071081,2.651071072,2.238763809,590590000,2.329071448,1.721685699,0.019645334,2.593142855,2.735372594,2.450913116,0.284459478
28/12/2005,2.659642935,2.670000076,2.618571043,2.627500057,2.21885848,398115200,2.343450029,1.727508914,0.018932596,2.602910709,2.723819901,2.482001518,0.241818382
29/12/2005,2.63499999,2.636429071,2.550714016,2.551785946,2.154920101,490025200,2.357192888,1.732914274,0.020252265,2.609392858,2.699465121,2.519320594,0.180144527
30/12/2005,2.532500029,2.586786032,2.512142897,2.567500114,2.168190241,624262800,2.369300032,1.73820713,0.016025474,2.609910715,2.698829836,2.520991594,0.177838242
3/1/2006,2.585000038,2.669642925,2.580357075,2.669642925,2.254447222,807234400,2.382592888,1.743883914,0.018073651,2.613696408,2.706128223,2.521264594,0.184863629
4/1/2006,2.683213949,2.713571072,2.660713911,2.67750001,2.261081457,619603600,2.396385748,1.749467844,0.017823501,2.619321406,2.71296018,2.525682632,0.187277547
5/1/2006,2.672499895,2.674999952,2.633929014,2.656429052,2.243288517,449422400,2.40895005,1.755101774,0.016602104,2.619910705,2.71436525,2.52545616,0.18890909
6/1/2006,2.6875,2.739285946,2.662499905,2.724999905,2.301194429,704457600,2.423378627,1.761128559,0.017539962,2.624107146,2.729360391,2.518853902,0.210506489
9/1/2006,2.740356922,2.757143021,2.704999924,2.71607089,2.293654203,675040800,2.436964324,1.767119629,0.017575358,2.627624989,2.74035628,2.514893697,0.225462582
10/1/2006,2.723213911,2.92464304,2.708214045,2.88785696,2.438724756,2279869200,2.455142882,1.773964269,0.022365159,2.639285684,2.801270674,2.477300694,0.32396998
11/1/2006,2.99428606,3.02857089,2.949642897,2.996428967,2.530410051,1493794400,2.476164322,1.781491058,0.023560244,2.655339277,2.882788159,2.427890395,0.454897764
12/1/2006,3.034642935,3.085714102,2.986428976,3.010356903,2.542171955,1280809600,2.495235739,1.788899988,0.023533308,2.671964276,2.949447089,2.394481463,0.554965626
13/1/2006,3.035356998,3.071785927,3.021429062,3.05678606,2.581380606,776305600,2.51530004,1.796742848,0.020982892,2.696214283,3.018059367,2.374369198,0.643690169
17/1/2006,3.060714006,3.085000038,2.995357037,3.025357008,2.554839373,835623600,2.532985759,1.804567848,0.021376392,2.718589282,3.066920312,2.370258252,0.696662061
18/1/2006,2.967143059,3.001785994,2.923213959,2.94607091,2.487883568,1200637200,2.547728596,1.811960703,0.022160224,2.738910675,3.090689871,2.387131479,0.703558392
19/1/2006,2.901786089,2.916429043,2.812143087,2.822856903,2.383832693,1695848000,2.560507154,1.818594633,0.024774581,2.752589226,3.09445815,2.410720301,0.683737849
20/1/2006,2.831429005,2.858571053,2.708214045,2.717499971,2.294860125,1134758800,2.571835732,1.824623203,0.026507763,2.759696376,3.091822847,2.427569905,0.664252942
23/1/2006,2.717856884,2.841428995,2.714286089,2.773929119,2.342514038,1059730000,2.584528594,1.830714278,0.026557861,2.767142832,3.093175904,2.44110976,0.652066144
24/1/2006,2.812856913,2.836429119,2.7060709,2.715713978,2.293353319,1142254400,2.595907154,1.836482133,0.027072825,2.770749986,3.092596011,2.448903961,0.64369205
25/1/2006,2.76392889,2.767857075,2.616070986,2.650000095,2.237859488,1275786400,2.605207157,1.842246419,0.027595972,2.772267842,3.091388091,2.453147594,0.638240497
26/1/2006,2.661786079,2.693928957,2.568928957,2.583214045,2.181460381,1181387200,2.6129143,1.847544634,0.028060857,2.768874991,3.094791249,2.442958733,0.651832516
27/1/2006,2.605356932,2.628571033,2.539285898,2.57249999,2.172413111,953864800,2.620471439,1.853078564,0.028009981,2.766124988,3.097938728,2.434311247,0.663627481
30/1/2006,2.541785955,2.735713959,2.531070948,2.678570986,2.261986732,1398401200,2.629557137,1.859817849,0.028679159,2.77246424,3.091639974,2.453288506,0.638351468
31/1/2006,2.696429014,2.726428986,2.633929014,2.696785927,2.277369022,913542000,2.637099996,1.866989278,0.028683459,2.77892853,3.085618372,2.472238688,0.613379684
1/2/2006,2.676785946,2.730714083,2.665714025,2.693571091,2.274654627,521186400,2.644885697,1.874096419,0.027338198,2.780124938,3.085202169,2.475047708,0.61015446
2/2/2006,2.682142973,2.6914289,2.573214054,2.575000048,2.174523592,707322000,2.65027142,1.880348204,0.029104124,2.77499994,3.090598481,2.459401399,0.631197082
3/2/2006,2.579999924,2.599642992,2.537142992,2.566071033,2.166984558,692123600,2.655192842,1.886837489,0.029070442,2.770482039,3.095668816,2.445295262,0.650373554
6/2/2006,2.572143078,2.589643002,2.38357091,2.40357089,2.029755831,1651767600,2.655749979,1.892216058,0.03142765,2.754410589,3.118505697,2.390315481,0.728190216
7/2/2006,2.438214064,2.4814291,2.381428957,2.414285898,2.038804054,1388830800,2.656099977,1.897948203,0.031507653,2.739321339,3.133848662,2.344794017,0.789054645
8/2/2006,2.44607091,2.467143059,2.357142925,2.457499981,2.075297832,953114400,2.655721397,1.903632133,0.027710324,2.71780349,3.124962112,2.310644869,0.814317243
9/2/2006,2.467856884,2.472500086,2.304642916,2.319643021,1.958881617,1149764000,2.652357116,1.908767848,0.027574792,2.683964193,3.105850639,2.262077747,0.843772892
10/2/2006,2.327857018,2.416785955,2.246428967,2.403928995,2.030058384,1760477600,2.651792836,1.914367848,0.029449614,2.653642797,3.063763086,2.243522509,0.820240577
13/2/2006,2.379642963,2.383929014,2.3085711,2.311070919,1.951642156,883498000,2.649571395,1.919576772,0.029399641,2.61635704,3.007299233,2.225414848,0.781884386
14/2/2006,2.325000048,2.432142973,2.321429014,2.415714025,2.040010929,1160938800,2.646742816,1.925216057,0.032207731,2.585874891,2.935419997,2.236329786,0.699090211
15/2/2006,2.398571014,2.486428976,2.383929014,2.472142935,2.087663889,1159771200,2.644307094,1.931071417,0.032851638,2.562178493,2.870766741,2.253590244,0.617176497
16/2/2006,2.496786118,2.536071062,2.4814291,2.520356894,2.128379107,948175200,2.64341423,1.937207131,0.032408563,2.547053492,2.830471487,2.263635498,0.566835989
17/2/2006,2.510714054,2.531785965,2.48607111,2.510356903,2.11993432,575999200,2.640728507,1.943124986,0.031511497,2.536696339,2.808801807,2.26459087,0.544210937
21/2/2006,2.521070957,2.52857089,2.452857018,2.467143059,2.083441973,779606800,2.637249947,1.948910701,0.031115403,2.521357036,2.77079808,2.271915991,0.49888209
22/2/2006,2.464286089,2.55964303,2.428570986,2.547142982,2.150999546,978238800,2.635278525,1.954996416,0.031985343,2.512928486,2.745542216,2.280314756,0.46522746
23/2/2006,2.563929081,2.607142925,2.551070929,2.5625,2.163968801,856917600,2.633435664,1.961207131,0.031628643,2.508553481,2.733476554,2.283630408,0.449846145
24/2/2006,2.57642889,2.603214025,2.542856932,2.552143097,2.155221701,534744000,2.630971384,1.967464277,0.031133414,2.506999934,2.730174131,2.283825737,0.446348394
27/2/2006,2.57107091,2.575714111,2.523214102,2.535356998,2.141045809,791240800,2.628121386,1.973782132,0.031154613,2.505142784,2.726633816,2.283651752,0.442982063
28/2/2006,2.556428909,2.585714102,2.432142973,2.44607091,2.06564641,1266980400,2.625607085,1.979917841,0.030478298,2.49351778,2.700621186,2.286414375,0.41420681
1/3/2006,2.458570957,2.481786013,2.429286003,2.467856884,2.084043503,763817600,2.623407083,1.986048195,0.03052149,2.482071328,2.665865414,2.298277242,0.367588172
2/3/2006,2.463928938,2.499643087,2.452500105,2.48607111,2.099425554,625273600,2.622335644,1.992130336,0.030622696,2.471696329,2.626334992,2.317057667,0.309277325
3/3/2006,2.478570938,2.496786118,2.411786079,2.418570995,2.042424202,737668400,2.619721346,1.997908906,0.029666725,2.463874876,2.612209094,2.315540659,0.296668436
6/3/2006,2.417500019,2.418570995,2.319286108,2.338571072,1.974865794,912665600,2.614985628,2.003201762,0.030435617,2.452499878,2.602716297,2.30228346,0.300432836
7/3/2006,2.348571062,2.389286041,2.324285984,2.368213892,1.999898553,872877600,2.609849906,2.008337476,0.027239788,2.450732028,2.604170646,2.297293411,0.306877235
8/3/2006,2.367500067,2.400000095,2.333929062,2.345000029,1.980294943,653251200,2.603878489,2.013357121,0.027292907,2.447267735,2.607163822,2.287371648,0.319792173
9/3/2006,2.3564291,2.373929024,2.278928995,2.283214092,1.928117871,799304800,2.597149911,2.017673192,0.027464659,2.438553441,2.614311781,2.2627951,0.351516682
10/3/2006,2.287499905,2.303214073,2.230356932,2.256786108,1.905800223,1043142800,2.589264212,2.021867837,0.024617869,2.435410595,2.62203397,2.24878722,0.373246749
13/3/2006,2.323214054,2.367142916,2.313929081,2.345714092,1.980898261,861187600,2.583628492,2.026492838,0.024871653,2.43249985,2.622967016,2.242032684,0.380934332
14/3/2006,2.348928928,2.404285908,2.339286089,2.404285908,2.030360222,642020400,2.580678492,2.031239267,0.023842751,2.437160599,2.619505479,2.25481572,0.364689759
15/3/2006,2.418214083,2.430000067,2.339999914,2.365356922,1.99748528,891996000,2.576635628,2.035823197,0.02188545,2.434642744,2.6196064,2.249679088,0.369927312
16/3/2006,2.387500048,2.389286041,2.296428919,2.29678607,1.939578772,749638400,2.569178491,2.040207127,0.021971033,2.425874901,2.619763409,2.231986393,0.387777015
17/3/2006,2.3125,2.340713978,2.289643049,2.309286118,1.950135589,812042000,2.561814213,2.044557128,0.021416121,2.415321362,2.610529285,2.220113439,0.390415846
20/3/2006,2.329286098,2.337857008,2.281070948,2.285356998,1.929927707,605441200,2.554392772,2.048833913,0.021461006,2.404071367,2.602131361,2.206011372,0.396119989
21/3/2006,2.207499981,2.297857046,2.192500114,2.207499981,1.864179134,1345366400,2.544042773,2.053042843,0.022302324,2.391089213,2.605134664,2.177043762,0.428090902
22/3/2006,2.220000029,2.258929014,2.188214064,2.202500105,1.859956503,1345895600,2.533771358,2.057283914,0.020488357,2.373857069,2.590480705,2.157233433,0.433247272
23/3/2006,2.207856894,2.210714102,2.1289289,2.148571014,1.814414859,1427826400,2.518985639,2.061501769,0.020599557,2.35316062,2.572968353,2.133352886,0.439615468
24/3/2006,2.151786089,2.176429033,2.108213902,2.141428947,1.808383226,1071980000,2.501885638,2.065616059,0.02060848,2.332624912,2.550895777,2.114354048,0.436541728
27/3/2006,2.155356884,2.192142963,2.121428967,2.125356913,1.794811845,1108072000,2.484185638,2.069519629,0.02060489,2.312124908,2.52721609,2.097033725,0.430182365
28/3/2006,2.129642963,2.147856951,2.080357075,2.096786022,1.770684361,1370322800,2.464985638,2.073608914,0.019677766,2.294660664,2.520415229,2.068906098,0.45150913
29/3/2006,2.111785889,2.232856989,2.05964303,2.226070881,1.879861593,2346834000,2.448999915,2.078328553,0.024847597,2.282571363,2.49476241,2.070380317,0.424382093
30/3/2006,2.243571043,2.260714054,2.19749999,2.241070986,1.892529249,1390650800,2.434899917,2.083105338,0.024831365,2.270321357,2.460156645,2.08048607,0.379670575
31/3/2006,2.258929014,2.271785975,2.222856998,2.24000001,1.891624928,815357200,2.423242779,2.087674983,0.024282755,2.261392808,2.438221522,2.084564094,0.353657428
3/4/2006,2.273929119,2.289999962,2.23607111,2.237499952,1.88951385,815791200,2.413642778,2.092080338,0.023267839,2.256339252,2.429622402,2.083056102,0.3465663
4/4/2006,2.217856884,2.222142935,2.180356979,2.18464303,1.844877124,931924000,2.401857057,2.096162483,0.023481418,2.247160709,2.414849636,2.079471781,0.335377855
5/4/2006,2.311070919,2.400357008,2.291070938,2.400357008,2.02704215,2233408800,2.395549917,2.101448198,0.032734016,2.249928558,2.426033396,2.07382372,0.352209676
6/4/2006,2.439285994,2.573214054,2.435714006,2.544286013,2.148587227,2663768800,2.393435636,2.107408913,0.034489599,2.262982154,2.482762809,2.043201498,0.439561311
7/4/2006,2.533214092,2.543214083,2.445357084,2.492500067,2.104854345,1545238800,2.391621356,2.112987483,0.034779351,2.274767852,2.517256626,2.032279078,0.484977548
10/4/2006,2.510356903,2.533214092,2.444643021,2.452500105,2.071075916,903515200,2.389221358,2.118305339,0.034141694,2.280107152,2.533625157,2.026589148,0.507036009
11/4/2006,2.463928938,2.474999905,2.395356894,2.428214073,2.050566673,939316000,2.38421422,2.123703554,0.03383701,2.281303561,2.537500737,2.025106384,0.512394353
12/4/2006,2.42892909,2.43464303,2.367856979,2.382499933,2.011961699,739894400,2.3779285,2.128991054,0.033912587,2.282160711,2.539653383,2.024668039,0.514985344
13/4/2006,2.36928606,2.408571005,2.350357056,2.373929024,2.004724026,734678000,2.371535659,2.134198199,0.033203072,2.286017859,2.546724079,2.025311639,0.52141244
17/4/2006,2.375356913,2.387142897,2.298213959,2.314642906,1.954658747,721938000,2.366328516,2.139276769,0.03373697,2.286285698,2.547103553,2.025467844,0.52163571
18/4/2006,2.322856903,2.373929024,2.313929081,2.36500001,1.9971838,794844400,2.362307096,2.144528553,0.033949628,2.290267849,2.553447279,2.027088419,0.52635886
19/4/2006,2.386429071,2.392857075,2.338213921,2.344643116,1.979993343,1086033200,2.36112854,2.149733914,0.032979942,2.297125006,2.558363733,2.035886278,0.522477455
20/4/2006,2.482500076,2.5,2.364285946,2.415357113,2.03970933,1666982800,2.361149964,2.155028555,0.03347411,2.307767856,2.570116158,2.045419554,0.524696604
21/4/2006,2.435357094,2.45142889,2.373929024,2.394285917,2.021915197,788986800,2.359885683,2.1603232,0.032920986,2.320053601,2.573887136,2.066220067,0.507667069
24/4/2006,2.387500048,2.390000105,2.339286089,2.348213911,1.983009219,707028000,2.360457101,2.165344624,0.03334604,2.330392849,2.570040699,2.090745,0.479295698
25/4/2006,2.355714083,2.378213882,2.341428995,2.363214016,1.995675802,529062800,2.359642801,2.170330339,0.033213446,2.342285705,2.561857718,2.122713691,0.439144027
26/4/2006,2.380357027,2.438570976,2.371428967,2.433928967,2.055392027,710886400,2.362099962,2.175696414,0.0333049,2.359142852,2.549129834,2.16915587,0.379973964
27/4/2006,2.4189291,2.494999886,2.405356884,2.477143049,2.091886044,845947200,2.363328543,2.18125356,0.030944701,2.37169646,2.557800867,2.185592053,0.372208814
28/4/2006,2.477857113,2.546428919,2.47142911,2.51392889,2.1229496,760037600,2.364164262,2.186974989,0.031010785,2.385339355,2.571129286,2.199549425,0.371579861
1/5/2006,2.527499914,2.555000067,2.470000029,2.485713959,2.099123955,750380400,2.363471403,2.192126774,0.031224956,2.397625053,2.575266196,2.21998391,0.355282287
2/5/2006,2.505357027,2.570713997,2.5039289,2.557857037,2.160046816,771663200,2.364421406,2.197496414,0.031605438,2.413642907,2.588237531,2.239048283,0.349189248
3/5/2006,2.56535697,2.569643021,2.506428957,2.540714025,2.145570517,686991200,2.365892825,2.202791054,0.030957534,2.431446457,2.57810208,2.284790834,0.293311246
4/5/2006,2.543570995,2.603214025,2.516428947,2.540357113,2.145269156,860420400,2.365757108,2.20778034,0.022426462,2.438446462,2.592053868,2.284839057,0.307214811
5/5/2006,2.5664289,2.580357075,2.541070938,2.567500114,2.168190241,563911600,2.36585711,2.212826771,0.01814601,2.439607167,2.59688885,2.282325485,0.314563365
8/5/2006,2.606786013,2.635714054,2.561429024,2.567500114,2.168190241,594851600,2.36616425,2.217933916,0.017466444,2.44335717,2.609287372,2.277426967,0.331860406
9/5/2006,2.565000057,2.591428995,2.522142887,2.536786079,2.142253399,531666800,2.366192832,2.222760701,0.017271646,2.447571468,2.618679999,2.276462937,0.342217062
10/5/2006,2.546071053,2.547499895,2.48607111,2.521429062,2.129283905,459888800,2.367699995,2.227544631,0.017155068,2.452232218,2.626175281,2.278289155,0.347886126
11/5/2006,2.528213978,2.529999971,2.412499905,2.433928967,2.055392027,812688800,2.367021437,2.231923206,0.018486334,2.454803669,2.625903559,2.28370378,0.34219978
12/5/2006,2.423213959,2.45321393,2.38785696,2.417856932,2.041820049,641774000,2.365657153,2.236157136,0.018539792,2.457000065,2.624825123,2.289175006,0.335650117
15/5/2006,2.406070948,2.442142963,2.397142887,2.421071053,2.044534445,529177600,2.365707154,2.240441061,0.017497987,2.462321472,2.617406457,2.307236487,0.310169969
16/5/2006,2.432142973,2.4375,2.3125,2.320713997,1.959785819,936740000,2.365350013,2.244428561,0.019419697,2.460107172,2.622151397,2.298062946,0.32408845
17/5/2006,2.311070919,2.34642911,2.288213968,2.330713987,1.968230963,754194000,2.364600015,2.248448201,0.019359843,2.459410715,2.623649321,2.295172109,0.328477212
18/5/2006,2.345714092,2.36642909,2.254286051,2.256428957,1.905498028,658442400,2.362828593,2.252017846,0.019222113,2.451464307,2.638477386,2.264451229,0.374026157
19/5/2006,2.259285927,2.317142963,2.243571043,2.30392909,1.945611358,985866000,2.363242893,2.255819637,0.019914045,2.446946466,2.643878214,2.250014718,0.393863497
22/5/2006,2.281070948,2.285356998,2.241786003,2.263571024,1.911530018,718975600,2.363378592,2.259510707,0.019837785,2.442714322,2.65184045,2.233588193,0.418252257
23/5/2006,2.3164289,2.32821393,2.25,2.255357027,1.904593229,694414000,2.36157145,2.263110707,0.01975054,2.437321472,2.660190825,2.21445212,0.445738705
24/5/2006,2.249643087,2.273214102,2.198570967,2.262142897,1.910323739,916031200,2.35872859,2.266805351,0.018315189,2.428732169,2.664990972,2.192473365,0.472517607
25/5/2006,2.295000076,2.301785946,2.260356903,2.297499895,1.940181136,463372000,2.357371449,2.270467851,0.018191187,2.419750011,2.661846672,2.17765335,0.484193323
26/5/2006,2.29678607,2.305713892,2.255000114,2.269643068,1.916658282,432950000,2.356828589,2.274069636,0.017745905,2.40753572,2.65423175,2.16083969,0.49339206
30/5/2006,2.260356903,2.260714054,2.186429024,2.186429024,1.846384525,563402000,2.354371448,2.277144636,0.019081015,2.392571473,2.655100743,2.130042203,0.52505854
31/5/2006,2.205713987,2.206785917,2.096071005,2.134643078,1.802653193,1280977600,2.351357169,2.279585707,0.017534528,2.371410775,2.645801937,2.097019613,0.548782324
1/6/2006,2.137500048,2.224286079,2.125714064,2.220356941,1.875036359,942508000,2.351614308,2.282173206,0.020684548,2.355392921,2.625539921,2.085245921,0.540294
2/6/2006,2.249643087,2.253571033,2.174285889,2.202142954,1.85965538,685787200,2.351607165,2.284924991,0.020632337,2.338482213,2.602143286,2.07482114,0.527322147
5/6/2006,2.183928967,2.183928967,2.141786098,2.142857075,1.809590101,605785600,2.351492887,2.287219632,0.02065758,2.317250061,2.571481794,2.063018328,0.508463466
6/6/2006,2.150713921,2.165357113,2.103929043,2.132857084,1.801144719,726037200,2.351321449,2.289616062,0.020579212,2.29551791,2.53346544,2.057570379,0.475895061
7/6/2006,2.146429062,2.157143116,2.083929062,2.091428995,1.766160011,750506400,2.350642891,2.291889277,0.020702453,2.273250055,2.499182131,2.04731798,0.451864151
8/6/2006,2.087142944,2.176070929,2.041070938,2.170000076,1.832511306,1397482800,2.352107172,2.294548208,0.023218714,2.255678606,2.45322024,2.058136972,0.395083267
9/6/2006,2.184999943,2.198570967,2.110713959,2.115714073,1.786667943,775838000,2.349900036,2.296958923,0.022710785,2.239767861,2.427895284,2.051640439,0.376254846
12/6/2006,2.121428967,2.133213997,2.034286022,2.035713911,1.719110489,717785600,2.345792894,2.298964278,0.023749581,2.22066071,2.410248789,2.031072632,0.379176157
13/6/2006,2.057499886,2.110713959,2.04857111,2.083214045,1.759222984,1080643200,2.342657175,2.301155348,0.024709271,2.20376786,2.377732285,2.029803435,0.34792885
14/6/2006,2.081429005,2.099286079,2.024642944,2.057499886,1.737508178,878136000,2.339057174,2.303274992,0.023408441,2.190607154,2.367126745,2.014087564,0.353039182
